id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,512312.9533,361.2,44,53,0.653988515,0.790242346,2.795734594,0.739609157,gaze,,,,512312.953322 512312.961722 512312.970122 512312.978522 512312.986922 512312.995322 512313.003722 512313.012122 512313.020522 512313.028922 512313.037322 512313.045722 512313.054122 512313.062522 512313.070922 512313.079322 512313.087722 512313.096122 512313.104522 512313.112922 512313.121322 512313.129722 512313.138122 512313.146522 512313.154922 512313.163322 512313.171722 512313.180122 512313.188522 512313.196922 512313.205322 512313.213722 512313.222122 512313.230522 512313.238922 512313.247322 512313.255722 512313.264122 512313.272522 512313.280922 512313.289322 512313.297722 512313.306122 512313.314522
1,512313.9613,680.4,69,85,0.625495279,0.243922561,1.689161653,0.467559523,gaze,,,,512313.961322 512313.969722 512313.978122 512313.986522 512313.994922 512314.003322 512314.011722 512314.020122 512314.028522 512314.036922 512314.045322 512314.053722 512314.062122 512314.070522 512314.078922 512314.087322 512314.095722 512314.104122 512314.112522 512314.120922 512314.129322 512314.137722 512314.154522 512314.162922 512314.171322 512314.179722 512314.188122 512314.196522 512314.204922 512314.213322 512314.221722 512314.230122 512314.238522 512314.246922 512314.255322 512314.272122 512314.280522 512314.288922 512314.297322 512314.305722 512314.314122 512314.322522 512314.330922 512314.339322 512314.347722 512314.356122 512314.372922 512314.381322 512314.389722 512314.398122 512314.406522 512314.414922 512314.423322 512314.431722 512314.440122 512314.448522 512314.456922 512314.465322 512314.473722 512314.482122 512314.490522 512314.498922 512314.507322 512314.515722 512314.524122 512314.532522 512314.540922 512314.549322 512314.557722 512314.566122 512314.574522 512314.582922 512314.591322 512314.599722 512314.608122 512314.616522 512314.624922 512314.633322 512314.641722
2,512314.9693,478.8,94,106,0.579330182,0.749366927,2.064787226,0.870646344,gaze,,,,512314.969322 512314.977722 512314.986122 512314.994522 512315.002922 512315.011322 512315.019722 512315.028122 512315.036522 512315.044922 512315.053322 512315.061722 512315.070122 512315.078522 512315.086922 512315.095322 512315.103722 512315.112122 512315.120522 512315.128922 512315.137322 512315.145722 512315.154122 512315.162522 512315.170922 512315.179322 512315.187722 512315.196122 512315.204522 512315.212922 512315.221322 512315.229722 512315.238122 512315.246522 512315.254922 512315.263322 512315.271722 512315.280122 512315.296922 512315.305322 512315.313722 512315.322122 512315.330522 512315.338922 512315.347322 512315.355722 512315.364122 512315.372522 512315.380922 512315.389322 512315.397722 512315.406122 512315.414522 512315.422922 512315.431322 512315.439722 512315.448122
3,512316.6493,470.4,139,151,0.658953226,0.103272622,1.871494501,0.31321199,gaze,,,,512316.649322 512316.657722 512316.666122 512316.674522 512316.682922 512316.691322 512316.699722 512316.708122 512316.716522 512316.724922 512316.733322 512316.741722 512316.750122 512316.758522 512316.766922 512316.775322 512316.783722 512316.792122 512316.800522 512316.808922 512316.817322 512316.825722 512316.834122 512316.842522 512316.850922 512316.859322 512316.867722 512316.876122 512316.884522 512316.892922 512316.901322 512316.909722 512316.918122 512316.926522 512316.934922 512316.943322 512316.951722 512316.960122 512316.968522 512316.976922 512316.985322 512316.993722 512317.002122 512317.010522 512317.018922 512317.027322 512317.035722 512317.044122 512317.060922 512317.069322 512317.077722 512317.086122 512317.094522 512317.102922 512317.111322 512317.119722
4,512318.3041,302.4,183,192,0.611007381,0.205124252,2.93492175,0.654788197,gaze,,,,512318.304122 512318.329322 512318.337722 512318.346122 512318.354522 512318.362922 512318.371322 512318.379722 512318.388122 512318.396522 512318.404922 512318.413322 512318.421722 512318.430122 512318.438522 512318.446922 512318.455322 512318.463722 512318.472122 512318.480522 512318.488922 512318.497322 512318.505722 512318.514122 512318.522522 512318.539322 512318.547722 512318.556122 512318.564522 512318.572922 512318.581322 512318.589722 512318.598122 512318.606522
5,512319.3121,411.6000001,210,221,0.596099513,0.2656868,2.199146494,0.368931814,gaze,,,,512319.312122 512319.320522 512319.328922 512319.337322 512319.345722 512319.354122 512319.370922 512319.379322 512319.387722 512319.396122 512319.404522 512319.412922 512319.421322 512319.429722 512319.438122 512319.446522 512319.454922 512319.463322 512319.471722 512319.480122 512319.488522 512319.496922 512319.505322 512319.513722 512319.522122 512319.530522 512319.538922 512319.547322 512319.555722 512319.564122 512319.572522 512319.580922 512319.589322 512319.597722 512319.606122 512319.614522 512319.622922 512319.631322 512319.639722 512319.648122 512319.656522 512319.664922 512319.673322 512319.681722 512319.690122 512319.698522 512319.706922 512319.715322 512319.723722
6,512321.4793,495.6,267,279,0.653347303,0.785716391,2.609751757,0.898529136,gaze,,,,512321.479322 512321.496122 512321.504522 512321.512922 512321.521322 512321.529722 512321.538122 512321.546522 512321.554922 512321.563322 512321.571722 512321.580122 512321.588522 512321.596922 512321.605322 512321.613722 512321.622122 512321.630522 512321.638922 512321.647322 512321.655722 512321.664122 512321.672522 512321.680922 512321.689322 512321.697722 512321.706122 512321.714522 512321.722922 512321.731322 512321.739722 512321.748122 512321.756522 512321.764922 512321.773322 512321.781722 512321.790122 512321.798522 512321.806922 512321.815322 512321.823722 512321.832122 512321.840522 512321.848922 512321.857322 512321.865722 512321.874122 512321.882522 512321.890922 512321.899322 512321.907722 512321.916122 512321.924522 512321.932922 512321.941322 512321.949722 512321.958122 512321.966522 512321.974922
7,512322.4873,546,292,305,0.513205256,0.554468993,2.858401872,0.703939996,gaze,,,,512322.487322 512322.504122 512322.512522 512322.520922 512322.529322 512322.537722 512322.546122 512322.554522 512322.562922 512322.579722 512322.588122 512322.596522 512322.604922 512322.613322 512322.621722 512322.630122 512322.638522 512322.646922 512322.655322 512322.663722 512322.672122 512322.680522 512322.688922 512322.697322 512322.705722 512322.714122 512322.722522 512322.730922 512322.739322 512322.747722 512322.756122 512322.764522 512322.772922 512322.781322 512322.789722 512322.798122 512322.806522 512322.814922 512322.823322 512322.831722 512322.840122 512322.848522 512322.856922 512322.865322 512322.873722 512322.898922 512322.907322 512322.915722 512322.924122 512322.932522 512322.940922 512322.949322 512322.957722 512322.966122 512322.974522 512322.982922 512322.991322 512322.999722 512323.008122 512323.016522 512323.024922 512323.033322
8,512323.5289,621.6,316,331,0.580578712,0.237560796,2.908638892,0.651850278,gaze,,,,512323.528922 512323.545722 512323.554122 512323.562522 512323.570922 512323.579322 512323.587722 512323.596122 512323.604522 512323.612922 512323.621322 512323.629722 512323.638122 512323.646522 512323.654922 512323.663322 512323.671722 512323.680122 512323.688522 512323.696922 512323.705322 512323.713722 512323.722122 512323.730522 512323.738922 512323.747322 512323.755722 512323.764122 512323.772522 512323.780922 512323.789322 512323.797722 512323.806122 512323.814522 512323.822922 512323.831322 512323.839722 512323.848122 512323.856522 512323.864922 512323.873322 512323.881722 512323.890122 512323.898522 512323.906922 512323.915322 512323.923722 512323.932122 512323.940522 512323.948922 512323.957322 512323.965722 512323.974122 512323.982522 512323.990922 512323.999322 512324.007722 512324.016122 512324.024522 512324.032922 512324.041322 512324.049722 512324.058122 512324.066522 512324.074922 512324.083322 512324.091722 512324.100122 512324.108522 512324.116922 512324.125322 512324.133722 512324.142122 512324.150522
9,512324.1673,764.4,331,350,0.555963174,0.304214941,2.986183716,0.499055012,gaze,,,,512324.167322 512324.158922 512324.536922 512324.545322 512324.553722 512324.562122 512324.570522 512324.578922 512324.587322 512324.595722 512324.604122 512324.612522 512324.620922 512324.629322 512324.637722 512324.646122 512324.654522 512324.662922 512324.671322 512324.679722 512324.688122 512324.696522 512324.704922 512324.713322 512324.721722 512324.730122 512324.738522 512324.746922 512324.755322 512324.763722 512324.772122 512324.780522 512324.788922 512324.797322 512324.805722 512324.814122 512324.822522 512324.830922 512324.839322 512324.847722 512324.856122 512324.864522 512324.872922 512324.881322 512324.889722 512324.898122 512324.906522 512324.914922 512324.923322 512324.931722
