id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,250397.0586,109.2,76,78,0.578484479,0.481638532,2.927957546,0.754759168,gaze,,,,250397.05856849998 250397.06391 250397.06696849997 250397.0711685 250397.0753685 250397.0795685 250397.08376850002 250397.08796849998 250397.0921685 250397.0963685 250397.1005685 250397.10476850002 250397.1089685 250397.11736849998 250397.1215685 250397.1257685 250397.1299685 250397.1341685 250397.1383685 250397.1425685 250397.14676849998 250397.1509685 250397.1551685 250397.1593685 250397.16356850002 250397.1677685
1,250398.1926,54.59999997,94,95,0.445279414,0.191646567,0.525718131,0.679318944,gaze,,,,250398.1925685 250398.1967685 250398.2009685 250398.20516850002 250398.20936849999 250398.2135685 250398.2177685 250398.2219685 250398.2303685 250398.23456850002 250398.23876849998 250398.2429685 250398.24716849998
2,250399.2846,88.2,112,113,0.496659042,0.501142566,0.898107868,0.748710626,gaze,,,,250399.2845685 250399.2887685 250399.2929685 250399.29716850002 250399.3013685 250399.3055685 250399.30976849998 250399.3139685 250399.3181685 250399.3223685 250399.3265685 250399.3307685 250399.3349685 250399.33916849998 250399.3433685 250399.3475685 250399.3517685 250399.35596850002 250399.3601685 250399.3643685 250399.36856849998 250399.3727685
3,250400.553,105,131,132,0.51777741,0.790420406,2.888072292,0.946804019,gaze,,,,250400.5529685 250400.556027 250400.5613685 250400.5697685 250400.57396850002 250400.57816849998 250400.5823685 250400.5865685 250400.5907685 250400.5949685 250400.5991685 250400.60336850001 250400.60756849998 250400.6117685 250400.6159685 250400.6201685 250400.62436850002 250400.6285685 250400.6327685 250400.63696849998 250400.6411685 250400.6453685 250400.6495685 250400.6537685 250400.6579685
4,250401.6492,71.40000002,148,150,0.567217374,0.41762426,0.766276348,0.820623116,gaze,,,,250401.64916849998 250401.6533685 250401.6617685 250401.66596850002 250401.6701685 250401.6743685 250401.6785685 250401.6827685 250401.6869685 250401.6911685 250401.69536850002 250401.6995685 250401.7037685 250401.70796849998 250401.7121685 250401.7163685 250401.7205685
5,250402.7286,159.6,166,168,0.582416247,0.714665605,2.877140291,0.919664755,gaze,,,,250402.7285685 250402.7327685 250402.73391 250402.73696850002 250402.74116849998 250402.7495685 250402.7537685 250402.75796850002 250402.7621685 250402.76636850002 250402.77056849998 250402.7747685 250402.7789685 250402.7831685 250402.7873685 250402.7915685 250402.79576850001 250402.79996849998 250402.8041685 250402.8125685 250402.8209685 250402.8251685 250402.82936849998 250402.8335685 250402.8377685 250402.8419685 250402.8461685 250402.8503685 250402.8545685 250402.85876849998 250402.8629685 250402.8671685 250402.8755685 250402.8797685 250402.8839685 250402.88816849998
6,250403.8248,138.6,183,185,0.636678569,0.471511992,2.422925547,0.892492153,gaze,,,,250403.8247685 250403.82896850002 250403.8331685 250403.8373685 250403.84156849998 250403.8457685 250403.8499685 250403.8541685 250403.85836850002 250403.8625685 250403.8667685 250403.8709685 250403.87936850003 250403.8835685 250403.88776850002 250403.8919685 250403.8961685 250403.90036849998 250403.9045685 250403.9087685 250403.9129685 250403.91716850002 250403.92136849998 250403.9255685 250403.9297685 250403.9339685 250403.9381685 250403.9423685 250403.94656850002 250403.95076849998 250403.9549685 250403.95916849998 250403.9633685
7,250405.0302,235.2,202,206,0.636375461,0.779532701,2.952026131,0.980480872,gaze,,,,250405.0301685 250405.0343685 250405.03856850002 250405.0427685 250405.0469685 250405.0553685 250405.0595685 250405.0637685 250405.06796850002 250405.0721685 250405.0763685 250405.0805685 250405.0847685 250405.0889685 250405.0931685 250405.0973685 250405.1015685 250405.1057685 250405.10996849998 250405.1141685 250405.1183685 250405.1225685 250405.12676850002 250405.1309685 250405.1351685 250405.1393685 250405.1435685 250405.1477685 250405.1519685 250405.15616850002 250405.1645685 250405.16876849998 250405.1729685 250405.1771685 250405.1813685 250405.18556850002 250405.1897685 250405.1939685 250405.1981685 250405.2023685 250405.2065685 250405.2107685 250405.21496850002 250405.21916849999 250405.2233685 250405.22756849998 250405.2317685 250405.2359685 250405.2401685 250405.24436850002 250405.24856849998 250405.2527685 250405.2569685 250405.2611685 250405.2653685
8,250406.0886,50.40000001,219,220,0.480843187,0.22396835,0.500174486,0.732545901,gaze,,,,250406.0885685 250406.09276849998 250406.0969685 250406.1011685 250406.1053685 250406.10956850002 250406.11376849998 250406.1179685 250406.1221685 250406.1263685 250406.1305685 250406.1347685 250406.13896850002
9,250407.0924,130.2,235,237,0.596408205,0.533427134,2.856293573,0.833732916,gaze,,,,250407.09236850002 250407.09656849998 250407.1007685 250407.1049685 250407.1091685 250407.1133685 250407.1175685 250407.12176850002 250407.12596849998 250407.1301685 250407.1343685 250407.1385685 250407.14276850002 250407.1469685 250407.15116850002 250407.15536849998 250407.16376849997 250407.1679685 250407.1721685 250407.1763685 250407.1805685 250407.18476849998 250407.1889685 250407.1931685 250407.1973685 250407.20156850002 250407.2057685 250407.2099685 250407.21416849998 250407.22256849997
10,250408.0962,126,251,252,0.617615063,0.736249501,1.520074669,0.958975649,gaze,,,,250408.0961685 250408.1003685 250408.1045685 250408.10876849998 250408.1129685 250408.1171685 250408.1213685 250408.12556850002 250408.1297685 250408.1339685 250408.13816849998 250408.14656849997 250408.1507685 250408.1549685 250408.1591685 250408.1633685 250408.16756849998 250408.1717685 250408.1759685 250408.1801685 250408.18436850002 250408.1885685 250408.1927685 250408.1969685 250408.2011685 250408.2053685 250408.2095685 250408.21376850002 250408.2179685 250408.2221685
