id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,241840.0785,100.8,6,8,0.581746614,0.504727029,2.971118682,0.717822857,gaze,,,,241840.078522 241840.086922 241840.095322 241840.103722 241840.112122 241840.120522 241840.128922 241840.137322 241840.145722 241840.154122 241840.162522 241840.170922 241840.179322
1,241842.3213,403.2,60,70,0.499950867,0.592849543,2.860171689,0.942254881,gaze,,,,241842.321322 241842.338122 241842.346522 241842.354922 241842.363322 241842.371722 241842.380122 241842.388522 241842.396922 241842.405322 241842.413722 241842.422122 241842.430522 241842.438922 241842.447322 241842.455722 241842.464122 241842.472522 241842.480922 241842.489322 241842.497722 241842.506122 241842.514522 241842.522922 241842.531322 241842.539722 241842.548122 241842.556522 241842.564922 241842.573322 241842.581722 241842.590122 241842.598522 241842.606922 241842.615322 241842.623722 241842.632122 241842.640522 241842.648922 241842.657322 241842.665722 241842.674122 241842.682522 241842.690922 241842.699322 241842.707722 241842.716122 241842.724522
2,241843.3293,159.6,85,89,0.506034225,0.455224488,2.718727468,0.831942558,gaze,,,,241843.329322 241843.337722 241843.346122 241843.354522 241843.362922 241843.371322 241843.379722 241843.388122 241843.396522 241843.404922 241843.413322 241843.421722 241843.430122 241843.438522 241843.446922 241843.455322 241843.463722 241843.472122 241843.480522 241843.488922
3,241845.5469,159.6,137,141,0.559668544,0.66579327,2.799501526,0.833611348,gaze,,,,241845.546922 241845.555322 241845.563722 241845.572122 241845.580522 241845.588922 241845.597322 241845.605722 241845.614122 241845.622522 241845.630922 241845.639322 241845.647722 241845.656122 241845.664522 241845.672922 241845.681322 241845.689722 241845.698122 241845.706522
4,241846.5549,277.2,163,170,0.574711924,0.460504429,2.37671129,0.922500783,gaze,,,,241846.554922 241846.563322 241846.580122 241846.588522 241846.596922 241846.605322 241846.613722 241846.622122 241846.630522 241846.638922 241846.647322 241846.655722 241846.664122 241846.672522 241846.680922 241846.689322 241846.697722 241846.706122 241846.714522 241846.722922 241846.731322 241846.739722 241846.748122 241846.756522 241846.764922 241846.773322 241846.781722 241846.790122 241846.798522 241846.806922 241846.815322 241846.823722 241846.832122
5,241851.0741,134.4,275,278,0.595276394,0.644363178,2.817048881,0.899920922,gaze,,,,241851.074122 241851.082522 241851.090922 241851.099322 241851.107722 241851.116122 241851.124522 241851.132922 241851.141322 241851.149722 241851.158122 241851.166522 241851.174922 241851.183322 241851.191722 241851.200122 241851.208522
6,241853.0901,344.4,328,337,0.562603099,0.614547659,2.61041247,0.871703818,gaze,,,,241853.090122 241853.098522 241853.106922 241853.115322 241853.123722 241853.132122 241853.140522 241853.148922 241853.157322 241853.165722 241853.174122 241853.182522 241853.190922 241853.199322 241853.207722 241853.216122 241853.224522 241853.232922 241853.241322 241853.249722 241853.258122 241853.266522 241853.274922 241853.283322 241853.291722 241853.300122 241853.308522 241853.316922 241853.325322 241853.333722 241853.342122 241853.350522 241853.358922 241853.367322 241853.375722 241853.384122 241853.392522 241853.400922 241853.409322 241853.417722 241853.426122 241853.434522
7,241854.2997,310.8,360,368,0.563573393,0.674919999,2.96026738,0.917428401,gaze,,,,241854.299722 241854.308122 241854.316522 241854.324922 241854.333322 241854.341722 241854.350122 241854.358522 241854.366922 241854.375322 241854.383722 241854.392122 241854.400522 241854.408922 241854.417322 241854.425722 241854.434122 241854.442522 241854.450922 241854.459322 241854.467722 241854.476122 241854.484522 241854.492922 241854.501322 241854.509722 241854.518122 241854.526522 241854.534922 241854.543322 241854.551722 241854.560122 241854.568522 241854.576922 241854.585322 241854.593722 241854.602122 241854.610522
8,241855.3077,100.8,387,390,0.521793255,0.722839658,2.596722101,1,gaze,,,,241855.307722 241855.316122 241855.324522 241855.332922 241855.341322 241855.349722 241855.358122 241855.366522 241855.374922 241855.383322 241855.391722 241855.400122 241855.408522
9,241858.3317,302.4,465,473,0.419915711,0.556984173,2.830155905,0.977020699,gaze,,,,241858.331722 241858.340122 241858.348522 241858.356922 241858.365322 241858.373722 241858.382122 241858.390522 241858.398922 241858.407322 241858.415722 241858.424122 241858.432522 241858.440922 241858.449322 241858.457722 241858.466122 241858.474522 241858.482922 241858.491322 241858.499722 241858.508122 241858.516522 241858.524922 241858.541722 241858.550122 241858.558522 241858.566922 241858.575322 241858.583722 241858.592122 241858.600522 241858.608922 241858.617322 241858.625722 241858.634122
