id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,251601.2501,310.8,25,33,0.485476671,0.595164997,2.920415215,0.677168037,gaze,,,,251601.25014 251601.25854 251601.26694 251601.27534 251601.28374 251601.29214 251601.30054 251601.30894 251601.31734 251601.32574 251601.33414 251601.34254 251601.35094 251601.35934 251601.36774 251601.37614 251601.38454 251601.39294 251601.40134 251601.40974 251601.41814 251601.42654 251601.43494 251601.44334 251601.45174 251601.46014 251601.46854 251601.47694 251601.48534 251601.49374 251601.50214 251601.51054 251601.51894 251601.52734 251601.53574 251601.54414 251601.56094
1,251604.4589,252,106,113,0.448613417,0.770951712,1.190243405,0.996957287,gaze,,,,251604.45894 251604.46734 251604.47574 251604.48414 251604.49254 251604.50094 251604.50934 251604.51774 251604.52614 251604.53454 251604.54294 251604.55134 251604.55974 251604.56814 251604.57654 251604.58494 251604.59334 251604.60174 251604.61014 251604.61854 251604.62694 251604.63534 251604.64374 251604.65214 251604.66054 251604.66894 251604.67734 251604.68574 251604.69414 251604.70254 251604.71094
2,251605.4669,100.8,133,135,0.474428296,0.568898485,2.724238197,0.910321075,gaze,,,,251605.46694 251605.47534 251605.48374 251605.49214 251605.50054 251605.50894 251605.51734 251605.52574 251605.53414 251605.54254 251605.55094 251605.55934 251605.56774
3,251606.7101,100.8,165,168,0.558093299,0.576850329,2.532231583,0.509907076,gaze,,,,251606.71014 251606.72694 251606.73534 251606.74374 251606.75214 251606.76054 251606.76894 251606.77734 251606.78574 251606.79414 251606.80254 251606.81094
4,251608.8773,168,228,233,0.511626658,0.650814465,2.789235418,0.63312207,gaze,,,,251608.87734 251608.88574 251608.90254 251608.91094 251608.91934 251608.92774 251608.93614 251608.94454 251608.95294 251608.96134 251608.96974 251608.97814 251608.98654 251608.99494 251609.00334 251609.01174 251609.02014 251609.02854 251609.03694 251609.04534
5,251609.8853,159.6,257,262,0.44092246,0.613742638,0.664119217,0.97480579,gaze,,,,251609.88534 251609.89374 251609.90214 251609.91054 251609.91894 251609.92734 251609.93574 251609.94414 251609.95254 251609.96094 251609.96934 251609.97774 251609.98614 251609.99454 251610.00294 251610.01134 251610.01974 251610.02814 251610.03654 251610.04494
6,251610.0533,999.6,262,289,0.458280692,0.607380799,2.04947483,0.965768725,gaze,,,,251610.05334 251610.89334 251610.90174 251610.91014 251610.91854 251610.92694 251610.93534 251610.94374 251610.95214 251610.96054 251610.96894 251610.97734 251610.98574 251610.99414 251611.00254 251611.01094 251611.01934 251611.02774 251611.03614 251611.04454 251611.05294
7,251611.0613,604.8,289,304,0.475050312,0.606837755,2.868318828,0.980232455,gaze,,,,251611.06134 251611.06974 251611.07814 251611.08654 251611.09494 251611.10334 251611.11174 251611.12014 251611.12854 251611.13694 251611.14534 251611.15374 251611.16214 251611.17054 251611.17894 251611.18734 251611.19574 251611.20414 251611.21254 251611.22094 251611.22934 251611.23774 251611.24614 251611.25454 251611.26294 251611.27134 251611.27974 251611.28814 251611.29654 251611.30494 251611.31334 251611.32174 251611.33014 251611.33854 251611.34694 251611.35534 251611.36374 251611.37214 251611.38054 251611.38894 251611.39734 251611.40574 251611.41414 251611.42254 251611.43094 251611.43934 251611.44774 251611.45614 251611.46454 251611.47294 251611.48134 251611.48974 251611.49814 251611.50654 251611.51494 251611.52334 251611.53174 251611.54014 251611.54854 251611.55694 251611.56534 251611.57374 251611.58214 251611.59054 251611.59894 251611.60734 251611.61574 251611.62414 251611.63254 251611.64094 251611.64934 251611.65774 251611.66614
8,251612.0609,201.6,314,320,0.512062981,0.59473869,1.558475551,0.974195301,gaze,,,,251612.06094 251612.05254 251612.04414 251612.03574 251612.02734 251612.01894 251612.01054 251612.00214 251611.99374 251611.98534 251611.97694 251611.96854 251611.96014 251611.95174 251611.94334 251611.93494 251611.92654 251611.91814 251611.90974 251611.90134 251611.89294 251611.88454 251611.87614 251611.86774 251611.85934 251611.85094 251611.84254 251611.83414 251611.82574 251611.81734 251611.80894 251611.80054 251611.79214 251611.78374 251611.77534 251611.76694 251611.75854 251611.75014 251611.74174 251611.73334 251611.72494 251611.71654 251611.69974 251611.69134 251611.68294 251611.67454 251612.06934 251612.07774 251612.08614 251612.09454 251612.10294 251612.11134 251612.11974 251612.12814 251612.13654 251612.14494 251612.15334 251612.16174 251612.17014 251612.17854 251612.18694 251612.19534 251612.20374 251612.21214 251612.22054 251612.22894 251612.23734 251612.24574 251612.25414 251612.26254
9,251613.0689,117.6,342,344,0.671701889,0.513292261,2.118426522,0.947886749,gaze,,,,251613.06894 251613.07734 251613.08574 251613.09414 251613.10254 251613.11094 251613.11934 251613.12774 251613.13614 251613.14454 251613.15294 251613.16134 251613.16974 251613.17814 251613.18654
